# trajectory
# s[mm] rx[mm] ry[mm] rz[mm] px py pz
-4.80245022970904e+01 +8.98873302588036e+00 +0.00000000000000e+00 -4.80243060891813e+01 +4.95109130578080e-03 +0.00000000000000e+00 +9.99987743272327e-01
-4.81245533435426e+01 +8.98823714801537e+00 +0.00000000000000e+00 -4.81243559067786e+01 +4.96140599478705e-03 +0.00000000000000e+00 +9.99987692149536e-01
-4.82246043899949e+01 +8.98774023815633e+00 +0.00000000000000e+00 -4.82244057192556e+01 +4.97172068326543e-03 +0.00000000000000e+00 +9.99987640920350e-01
-4.83246554364472e+01 +8.98724229630147e+00 +0.00000000000000e+00 -4.83244555266018e+01 +4.98203537121484e-03 +0.00000000000000e+00 +9.99987589584771e-01
-4.84247064828994e+01 +8.98674332245257e+00 +0.00000000000000e+00 -4.84245053288066e+01 +4.99235005863419e-03 +0.00000000000000e+00 +9.99987538142797e-01
-4.85247575293517e+01 +8.98624331660606e+00 +0.00000000000000e+00 -4.85245551258591e+01 +5.00266474552237e-03 +0.00000000000000e+00 +9.99987486594429e-01
-4.86248085758040e+01 +8.98574227876729e+00 +0.00000000000000e+00 -4.86246049177489e+01 +5.01297943187829e-03 +0.00000000000000e+00 +9.99987434939667e-01
-4.87248596222563e+01 +8.98524020893092e+00 +0.00000000000000e+00 -4.87246547044653e+01 +5.02329411770085e-03 +0.00000000000000e+00 +9.99987383178511e-01
-4.88249106687085e+01 +8.98473710710050e+00 +0.00000000000000e+00 -4.88247044859975e+01 +5.03360880298896e-03 +0.00000000000000e+00 +9.99987331310961e-01
-4.89249617151608e+01 +8.98423297327426e+00 +0.00000000000000e+00 -4.89247542623351e+01 +5.04392348774152e-03 +0.00000000000000e+00 +9.99987279337017e-01
-4.90250127616131e+01 +8.98372780745397e+00 +0.00000000000000e+00 -4.90248040334672e+01 +5.05423817195742e-03 +0.00000000000000e+00 +9.99987227256679e-01
-4.91250638080653e+01 +8.98322160963786e+00 +0.00000000000000e+00 -4.91248537993834e+01 +5.06455285563558e-03 +0.00000000000000e+00 +9.99987175069947e-01
-4.92251148545176e+01 +8.98271437982771e+00 +0.00000000000000e+00 -4.92249035600729e+01 +5.07486753877489e-03 +0.00000000000000e+00 +9.99987122776821e-01
-4.93251659009699e+01 +8.98220611802351e+00 +0.00000000000000e+00 -4.93249533155251e+01 +5.08518222137426e-03 +0.00000000000000e+00 +9.99987070377300e-01
-4.94252169474222e+01 +8.98169682422349e+00 +0.00000000000000e+00 -4.94250030657293e+01 +5.09549690343259e-03 +0.00000000000000e+00 +9.99987017871386e-01
-4.95252679938744e+01 +8.98118649842765e+00 +0.00000000000000e+00 -4.95250528106750e+01 +5.10581158494878e-03 +0.00000000000000e+00 +9.99986965259077e-01
-4.96253190403267e+01 +8.98067514063776e+00 +0.00000000000000e+00 -4.96251025503514e+01 +5.11612626592173e-03 +0.00000000000000e+00 +9.99986912540375e-01
-4.97253700867790e+01 +8.98016275085382e+00 +0.00000000000000e+00 -4.97251522847479e+01 +5.12644094635036e-03 +0.00000000000000e+00 +9.99986859715278e-01
-4.98254211332312e+01 +8.97964932907584e+00 +0.00000000000000e+00 -4.98252020138539e+01 +5.13675562623355e-03 +0.00000000000000e+00 +9.99986806783788e-01
-4.99254721796835e+01 +8.97913487530381e+00 +0.00000000000000e+00 -4.99252517376587e+01 +5.14707030557022e-03 +0.00000000000000e+00 +9.99986753745903e-01
-5.00255232261358e+01 +8.97861938953596e+00 +0.00000000000000e+00 -5.00253014561517e+01 +5.15738498435926e-03 +0.00000000000000e+00 +9.99986700601625e-01
-5.01255742725881e+01 +8.97810287177407e+00 +0.00000000000000e+00 -5.01253511693223e+01 +5.16769966259958e-03 +0.00000000000000e+00 +9.99986647350952e-01
-5.02256253190403e+01 +8.97758532201635e+00 +0.00000000000000e+00 -5.02254008771597e+01 +5.17801434029008e-03 +0.00000000000000e+00 +9.99986593993885e-01
-5.03256763654926e+01 +8.97706674026636e+00 +0.00000000000000e+00 -5.03254505796534e+01 +5.18832901742966e-03 +0.00000000000000e+00 +9.99986540530425e-01
-5.04257274119449e+01 +8.97654712652233e+00 +0.00000000000000e+00 -5.04255002767927e+01 +5.19864369401723e-03 +0.00000000000000e+00 +9.99986486960570e-01
-5.05257784583971e+01 +8.97602648078425e+00 +0.00000000000000e+00 -5.05255499685669e+01 +5.20895837005169e-03 +0.00000000000000e+00 +9.99986433284322e-01
-5.06258295048494e+01 +8.97550480305035e+00 +0.00000000000000e+00 -5.06255996549655e+01 +5.21927304553193e-03 +0.00000000000000e+00 +9.99986379501679e-01
-5.07258805513017e+01 +8.97498209332418e+00 +0.00000000000000e+00 -5.07256493359777e+01 +5.22958772045687e-03 +0.00000000000000e+00 +9.99986325612643e-01
-5.08259315977540e+01 +8.97445835160219e+00 +0.00000000000000e+00 -5.08256990115929e+01 +5.23990239482541e-03 +0.00000000000000e+00 +9.99986271617212e-01
-5.09259826442062e+01 +8.97393357788793e+00 +0.00000000000000e+00 -5.09257486818005e+01 +5.25021706863645e-03 +0.00000000000000e+00 +9.99986217515388e-01
-5.10260336906585e+01 +8.97340777217963e+00 +0.00000000000000e+00 -5.10257983465899e+01 +5.26053174188888e-03 +0.00000000000000e+00 +9.99986163307169e-01
-5.11260847371108e+01 +8.97288093447727e+00 +0.00000000000000e+00 -5.11258480059503e+01 +5.27084641458162e-03 +0.00000000000000e+00 +9.99986108992557e-01
-5.12261357835630e+01 +8.97235306478087e+00 +0.00000000000000e+00 -5.12258976598712e+01 +5.28116108671357e-03 +0.00000000000000e+00 +9.99986054571551e-01
-5.13261868300153e+01 +8.97182416309043e+00 +0.00000000000000e+00 -5.13259473083419e+01 +5.29147575828362e-03 +0.00000000000000e+00 +9.99986000044150e-01
-5.14262378764676e+01 +8.97129422940772e+00 +0.00000000000000e+00 -5.14259969513517e+01 +5.30179042929068e-03 +0.00000000000000e+00 +9.99985945410356e-01
-5.15262889229199e+01 +8.97076326372918e+00 +0.00000000000000e+00 -5.15260465888901e+01 +5.31210509973366e-03 +0.00000000000000e+00 +9.99985890670168e-01
-5.16263399693721e+01 +8.97023126605838e+00 +0.00000000000000e+00 -5.16260962209463e+01 +5.32241976961146e-03 +0.00000000000000e+00 +9.99985835823586e-01
-5.17263910158244e+01 +8.96969823639530e+00 +0.00000000000000e+00 -5.17261458475098e+01 +5.33273443892297e-03 +0.00000000000000e+00 +9.99985780870610e-01
-5.18264420622767e+01 +8.96916417473640e+00 +0.00000000000000e+00 -5.18261954685698e+01 +5.34304910766711e-03 +0.00000000000000e+00 +9.99985725811240e-01
-5.19264931087289e+01 +8.96862908108524e+00 +0.00000000000000e+00 -5.19262450841157e+01 +5.35336377584277e-03 +0.00000000000000e+00 +9.99985670645476e-01
-5.20265441551812e+01 +8.96809295544003e+00 +0.00000000000000e+00 -5.20262946941369e+01 +5.36367844344886e-03 +0.00000000000000e+00 +9.99985615373319e-01
-5.21265952016335e+01 +8.96755579780254e+00 +0.00000000000000e+00 -5.21263442986228e+01 +5.37399311048427e-03 +0.00000000000000e+00 +9.99985559994767e-01
-5.22266462480858e+01 +8.96701760817279e+00 +0.00000000000000e+00 -5.22263938975627e+01 +5.38430777694792e-03 +0.00000000000000e+00 +9.99985504509822e-01
-5.23266972945380e+01 +8.96647838654722e+00 +0.00000000000000e+00 -5.23264434909459e+01 +5.39462244283870e-03 +0.00000000000000e+00 +9.99985448918483e-01
-5.24267483409903e+01 +8.96593813293116e+00 +0.00000000000000e+00 -5.24264930787618e+01 +5.40493710815552e-03 +0.00000000000000e+00 +9.99985393220749e-01
-5.25267993874426e+01 +8.96539684732104e+00 +0.00000000000000e+00 -5.25265426609998e+01 +5.41525177289727e-03 +0.00000000000000e+00 +9.99985337416622e-01
-5.26268504338948e+01 +8.96485452971689e+00 +0.00000000000000e+00 -5.26265922376492e+01 +5.42556643706287e-03 +0.00000000000000e+00 +9.99985281506101e-01
-5.27269014803471e+01 +8.96431118012046e+00 +0.00000000000000e+00 -5.27266418086993e+01 +5.43588110065122e-03 +0.00000000000000e+00 +9.99985225489187e-01
-5.28269525267994e+01 +8.96376679853354e+00 +0.00000000000000e+00 -5.28266913741396e+01 +5.44619576366121e-03 +0.00000000000000e+00 +9.99985169365878e-01
-5.29270035732517e+01 +8.96322138495080e+00 +0.00000000000000e+00 -5.29267409339594e+01 +5.45651042609175e-03 +0.00000000000000e+00 +9.99985113136176e-01
-5.30270546197039e+01 +8.96267493937579e+00 +0.00000000000000e+00 -5.30267904881480e+01 +5.46682508794174e-03 +0.00000000000000e+00 +9.99985056800079e-01
-5.31271056661562e+01 +8.96212746180850e+00 +0.00000000000000e+00 -5.31268400366948e+01 +5.47713974921009e-03 +0.00000000000000e+00 +9.99985000357589e-01
-5.32271567126085e+01 +8.96157895224895e+00 +0.00000000000000e+00 -5.32268895795892e+01 +5.48745440989570e-03 +0.00000000000000e+00 +9.99984943808705e-01
-5.33272077590607e+01 +8.96102941069713e+00 +0.00000000000000e+00 -5.33269391168204e+01 +5.49776906999746e-03 +0.00000000000000e+00 +9.99984887153427e-01
-5.34272588055130e+01 +8.96047883715127e+00 +0.00000000000000e+00 -5.34269886483779e+01 +5.50808372951429e-03 +0.00000000000000e+00 +9.99984830391756e-01
-5.35273098519653e+01 +8.95992723161491e+00 +0.00000000000000e+00 -5.35270381742511e+01 +5.51839838844509e-03 +0.00000000000000e+00 +9.99984773523690e-01
-5.36273608984176e+01 +8.95937459408451e+00 +0.00000000000000e+00 -5.36270876944292e+01 +5.52871304678875e-03 +0.00000000000000e+00 +9.99984716549231e-01
-5.37274119448698e+01 +8.95882092456361e+00 +0.00000000000000e+00 -5.37271372089016e+01 +5.53902770454418e-03 +0.00000000000000e+00 +9.99984659468378e-01
-5.38274629913221e+01 +8.95826622304867e+00 +0.00000000000000e+00 -5.38271867176577e+01 +5.54934236171028e-03 +0.00000000000000e+00 +9.99984602281131e-01
-5.39275140377744e+01 +8.95771048954145e+00 +0.00000000000000e+00 -5.39272362206868e+01 +5.55965701828596e-03 +0.00000000000000e+00 +9.99984544987491e-01
-5.40275650842267e+01 +8.95715372404375e+00 +0.00000000000000e+00 -5.40272857179783e+01 +5.56997167427012e-03 +0.00000000000000e+00 +9.99984487587456e-01
-5.41276161306789e+01 +8.95659592655377e+00 +0.00000000000000e+00 -5.41273352095216e+01 +5.58028632966166e-03 +0.00000000000000e+00 +9.99984430081028e-01
-5.42276671771312e+01 +8.95603709706975e+00 +0.00000000000000e+00 -5.42273846953059e+01 +5.59060098445948e-03 +0.00000000000000e+00 +9.99984372468206e-01
-5.43277182235835e+01 +8.95547723559524e+00 +0.00000000000000e+00 -5.43274341753208e+01 +5.60091563866248e-03 +0.00000000000000e+00 +9.99984314748991e-01
-5.44277692700357e+01 +8.95491634212845e+00 +0.00000000000000e+00 -5.44274836495554e+01 +5.61123029226958e-03 +0.00000000000000e+00 +9.99984256923381e-01
-5.45278203164880e+01 +8.95435441666940e+00 +0.00000000000000e+00 -5.45275331179992e+01 +5.62154494527966e-03 +0.00000000000000e+00 +9.99984198991378e-01
-5.46278713629403e+01 +8.95379145921986e+00 +0.00000000000000e+00 -5.46275825806415e+01 +5.63185959769164e-03 +0.00000000000000e+00 +9.99984140952981e-01
-5.47279224093926e+01 +8.95322746977804e+00 +0.00000000000000e+00 -5.47276320374717e+01 +5.64217424950442e-03 +0.00000000000000e+00 +9.99984082808191e-01
-5.48279734558448e+01 +8.95266244834396e+00 +0.00000000000000e+00 -5.48276814884791e+01 +5.65248890071689e-03 +0.00000000000000e+00 +9.99984024557006e-01
-5.49280245022971e+01 +8.95209639491938e+00 +0.00000000000000e+00 -5.49277309336531e+01 +5.66280355132796e-03 +0.00000000000000e+00 +9.99983966199428e-01
-5.50280755487494e+01 +8.95152930950075e+00 +0.00000000000000e+00 -5.50277803729830e+01 +5.67311820133654e-03 +0.00000000000000e+00 +9.99983907735456e-01
-5.51281265952016e+01 +8.95096119209341e+00 +0.00000000000000e+00 -5.51278298064583e+01 +5.68343285074153e-03 +0.00000000000000e+00 +9.99983849165091e-01
-5.52281776416539e+01 +8.95039204269380e+00 +0.00000000000000e+00 -5.52278792340681e+01 +5.69374749954182e-03 +0.00000000000000e+00 +9.99983790488332e-01
-5.53282286881062e+01 +8.94982186130193e+00 +0.00000000000000e+00 -5.53279286558020e+01 +5.70406214773632e-03 +0.00000000000000e+00 +9.99983731705179e-01
-5.54282797345585e+01 +8.94925064791955e+00 +0.00000000000000e+00 -5.54279780716493e+01 +5.71437679532394e-03 +0.00000000000000e+00 +9.99983672815632e-01
-5.55283307810107e+01 +8.94867840254669e+00 +0.00000000000000e+00 -5.55280274815993e+01 +5.72469144230357e-03 +0.00000000000000e+00 +9.99983613819692e-01
-5.56283818274630e+01 +8.94810512518155e+00 +0.00000000000000e+00 -5.56280768856413e+01 +5.73500608867413e-03 +0.00000000000000e+00 +9.99983554717358e-01
-5.57284328739153e+01 +8.94753081582415e+00 +0.00000000000000e+00 -5.57281262837648e+01 +5.74532073443450e-03 +0.00000000000000e+00 +9.99983495508630e-01
-5.58284839203675e+01 +8.94695547447803e+00 +0.00000000000000e+00 -5.58281756759591e+01 +5.75563537958360e-03 +0.00000000000000e+00 +9.99983436193509e-01
-5.59285349668198e+01 +8.94637910113964e+00 +0.00000000000000e+00 -5.59282250622134e+01 +5.76595002412033e-03 +0.00000000000000e+00 +9.99983376771994e-01
-5.60285860132721e+01 +8.94580169581076e+00 +0.00000000000000e+00 -5.60282744425173e+01 +5.77626466804358e-03 +0.00000000000000e+00 +9.99983317244085e-01
-5.61286370597244e+01 +8.94522325848960e+00 +0.00000000000000e+00 -5.61283238168601e+01 +5.78657931135227e-03 +0.00000000000000e+00 +9.99983257609783e-01
-5.62286881061766e+01 +8.94464378917973e+00 +0.00000000000000e+00 -5.62283731852310e+01 +5.79689395404529e-03 +0.00000000000000e+00 +9.99983197869087e-01
-5.63287391526289e+01 +8.94406328787760e+00 +0.00000000000000e+00 -5.63284225476195e+01 +5.80720859612155e-03 +0.00000000000000e+00 +9.99983138021997e-01
-5.64287901990812e+01 +8.94348175458496e+00 +0.00000000000000e+00 -5.64284719040149e+01 +5.81752323757995e-03 +0.00000000000000e+00 +9.99983078068514e-01
-5.65288412455334e+01 +8.94289918930184e+00 +0.00000000000000e+00 -5.65285212544066e+01 +5.82783787841939e-03 +0.00000000000000e+00 +9.99983018008637e-01
-5.66288922919857e+01 +8.94231559202822e+00 +0.00000000000000e+00 -5.66285705987839e+01 +5.83815251863878e-03 +0.00000000000000e+00 +9.99982957842367e-01
-5.67289433384380e+01 +8.94173096276411e+00 +0.00000000000000e+00 -5.67286199371362e+01 +5.84846715823701e-03 +0.00000000000000e+00 +9.99982897569703e-01
-5.68289943848903e+01 +8.94114530150951e+00 +0.00000000000000e+00 -5.68286692694528e+01 +5.85878179721299e-03 +0.00000000000000e+00 +9.99982837190645e-01
-5.69290454313425e+01 +8.94055860826441e+00 +0.00000000000000e+00 -5.69287185957231e+01 +5.86909643556563e-03 +0.00000000000000e+00 +9.99982776705194e-01
-5.70290964777948e+01 +8.93997088302882e+00 +0.00000000000000e+00 -5.70287679159364e+01 +5.87941107329381e-03 +0.00000000000000e+00 +9.99982716113349e-01
-5.71291475242471e+01 +8.93938212580451e+00 +0.00000000000000e+00 -5.71288172300822e+01 +5.88972571039646e-03 +0.00000000000000e+00 +9.99982655415111e-01
-5.72291985706993e+01 +8.93879233658971e+00 +0.00000000000000e+00 -5.72288665381497e+01 +5.90004034687247e-03 +0.00000000000000e+00 +9.99982594610479e-01
-5.73292496171516e+01 +8.93820151538264e+00 +0.00000000000000e+00 -5.73289158401283e+01 +5.91035498272074e-03 +0.00000000000000e+00 +9.99982533699453e-01
-5.74293006636039e+01 +8.93760966218686e+00 +0.00000000000000e+00 -5.74289651360074e+01 +5.92066961794018e-03 +0.00000000000000e+00 +9.99982472682034e-01
-5.75293517100562e+01 +8.93701677700058e+00 +0.00000000000000e+00 -5.75290144257763e+01 +5.93098425252968e-03 +0.00000000000000e+00 +9.99982411558221e-01
-5.76294027565084e+01 +8.93642285982558e+00 +0.00000000000000e+00 -5.76290637094244e+01 +5.94129888648815e-03 +0.00000000000000e+00 +9.99982350328015e-01
-5.77294538029607e+01 +8.93582791066009e+00 +0.00000000000000e+00 -5.77291129869410e+01 +5.95161351981450e-03 +0.00000000000000e+00 +9.99982288991416e-01
-5.78295048494130e+01 +8.93523192950233e+00 +0.00000000000000e+00 -5.78291622583155e+01 +5.96192815250762e-03 +0.00000000000000e+00 +9.99982227548422e-01
-5.79295558958652e+01 +8.93463491635764e+00 +0.00000000000000e+00 -5.79292115235372e+01 +5.97224278456642e-03 +0.00000000000000e+00 +9.99982165999035e-01
-5.80296069423175e+01 +8.93403687122244e+00 +0.00000000000000e+00 -5.80292607825956e+01 +5.98255741598980e-03 +0.00000000000000e+00 +9.99982104343255e-01
-5.81296579887698e+01 +8.93343779409854e+00 +0.00000000000000e+00 -5.81293100354799e+01 +5.99287204677667e-03 +0.00000000000000e+00 +9.99982042581081e-01
-5.82297090352221e+01 +8.93283768498413e+00 +0.00000000000000e+00 -5.82293592821795e+01 +6.00318667692592e-03 +0.00000000000000e+00 +9.99981980712514e-01
-5.83297600816743e+01 +8.93223654387924e+00 +0.00000000000000e+00 -5.83294085226837e+01 +6.01350130643646e-03 +0.00000000000000e+00 +9.99981918737553e-01
-5.84298111281266e+01 +8.93163437078741e+00 +0.00000000000000e+00 -5.84294577569820e+01 +6.02381593530719e-03 +0.00000000000000e+00 +9.99981856656198e-01
-5.85298621745789e+01 +8.93103116570330e+00 +0.00000000000000e+00 -5.85295069850636e+01 +6.03413056353701e-03 +0.00000000000000e+00 +9.99981794468450e-01
-5.86299132210311e+01 +8.93042692863226e+00 +0.00000000000000e+00 -5.86295562069180e+01 +6.04444519112483e-03 +0.00000000000000e+00 +9.99981732174309e-01
-5.87299642674834e+01 +8.92982165957072e+00 +0.00000000000000e+00 -5.87296054225345e+01 +6.05475981806955e-03 +0.00000000000000e+00 +9.99981669773774e-01
-5.88300153139357e+01 +8.92921535852046e+00 +0.00000000000000e+00 -5.88296546319024e+01 +6.06507444437007e-03 +0.00000000000000e+00 +9.99981607266846e-01
-5.89300663603880e+01 +8.92860802547972e+00 +0.00000000000000e+00 -5.89297038350111e+01 +6.07538907002529e-03 +0.00000000000000e+00 +9.99981544653524e-01
-5.90301174068402e+01 +8.92799966045203e+00 +0.00000000000000e+00 -5.90297530318499e+01 +6.08570369503412e-03 +0.00000000000000e+00 +9.99981481933809e-01
-5.91301684532925e+01 +8.92739026343385e+00 +0.00000000000000e+00 -5.91298022224083e+01 +6.09601831939546e-03 +0.00000000000000e+00 +9.99981419107700e-01
-5.92302194997448e+01 +8.92677983442873e+00 +0.00000000000000e+00 -5.92298514066755e+01 +6.10633294310821e-03 +0.00000000000000e+00 +9.99981356175198e-01
-5.93302705461970e+01 +8.92616837343311e+00 +0.00000000000000e+00 -5.93299005846409e+01 +6.11664756617127e-03 +0.00000000000000e+00 +9.99981293136302e-01
-5.94303215926493e+01 +8.92555588044878e+00 +0.00000000000000e+00 -5.94299497562939e+01 +6.12696218858355e-03 +0.00000000000000e+00 +9.99981229991013e-01
-5.95303726391016e+01 +8.92494235547573e+00 +0.00000000000000e+00 -5.95299989216238e+01 +6.13727681034395e-03 +0.00000000000000e+00 +9.99981166739331e-01
-5.96304236855539e+01 +8.92432779851397e+00 +0.00000000000000e+00 -5.96300480806200e+01 +6.14759143145137e-03 +0.00000000000000e+00 +9.99981103381255e-01
-5.97304747320061e+01 +8.92371220956349e+00 +0.00000000000000e+00 -5.97300972332719e+01 +6.15790605190472e-03 +0.00000000000000e+00 +9.99981039916786e-01
-5.98305257784584e+01 +8.92309558862607e+00 +0.00000000000000e+00 -5.98301463795687e+01 +6.16822067170289e-03 +0.00000000000000e+00 +9.99980976345923e-01
-5.99305768249107e+01 +8.92247793569815e+00 +0.00000000000000e+00 -5.99301955194999e+01 +6.17853529084480e-03 +0.00000000000000e+00 +9.99980912668667e-01
-6.00306278713630e+01 +8.92185925078152e+00 +0.00000000000000e+00 -6.00302446530547e+01 +6.18884990932933e-03 +0.00000000000000e+00 +9.99980848885017e-01
-6.01306789178152e+01 +8.92123953387973e+00 +0.00000000000000e+00 -6.01302937802227e+01 +6.19916452715540e-03 +0.00000000000000e+00 +9.99980784994974e-01
-6.02307299642675e+01 +8.92061878498744e+00 +0.00000000000000e+00 -6.02303429009930e+01 +6.20947914432191e-03 +0.00000000000000e+00 +9.99980720998538e-01
-6.03307810107198e+01 +8.91999700410643e+00 +0.00000000000000e+00 -6.03303920153551e+01 +6.21979376082776e-03 +0.00000000000000e+00 +9.99980656895709e-01
-6.04308320571720e+01 +8.91937419123671e+00 +0.00000000000000e+00 -6.04304411232983e+01 +6.23010837667185e-03 +0.00000000000000e+00 +9.99980592686486e-01
-6.05308831036243e+01 +8.91875034638183e+00 +0.00000000000000e+00 -6.05304902248121e+01 +6.24042299185308e-03 +0.00000000000000e+00 +9.99980528370869e-01
-6.06309341500766e+01 +8.91812546953645e+00 +0.00000000000000e+00 -6.06305393198856e+01 +6.25073760637036e-03 +0.00000000000000e+00 +9.99980463948860e-01
